City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
527,Graham,US,47.0529,-122.2943,75.69,57,40,8.05,scattered clouds
528,Rohnert Park,US,38.3396,-122.7011,97.2,36,0,5.99,clear sky
529,Tehachapi,US,35.1322,-118.449,93.52,27,0,15.99,clear sky
532,North Myrtle Beach,US,33.816,-78.68,87.3,85,75,12.66,broken clouds
535,New Philadelphia,US,40.4898,-81.4457,75.61,62,0,16.11,clear sky
536,Weiser,US,44.251,-116.9693,87.31,32,71,10.63,broken clouds
540,Raton,US,36.9034,-104.4391,86.34,47,40,17.27,scattered clouds
541,Cody,US,44.5263,-109.0565,94.91,17,0,3.44,clear sky
542,Altoona,US,40.5187,-78.3947,82.29,56,13,8.99,few clouds
543,Buffalo,US,42.8865,-78.8784,65.25,76,86,13.02,overcast clouds
544,Wentzville,US,38.8114,-90.8529,81.84,53,76,5.01,broken clouds
545,Sioux Falls,US,43.55,-96.7003,74.08,49,40,8.05,scattered clouds
546,Wasco,US,35.5941,-119.341,99.09,24,0,10.36,clear sky
548,Bainbridge,US,47.6262,-122.5212,76.19,66,100,6.91,overcast clouds
549,Owasso,US,36.2695,-95.8547,91.56,69,75,11.5,broken clouds
552,Bemidji,US,47.4736,-94.8803,70.56,37,0,8.05,clear sky
554,San Benito,US,36.6166,-121.0844,82.87,27,0,12.95,clear sky
556,Jeffersontown,US,38.1942,-85.5644,86.11,51,0,12.66,clear sky
559,Sulphur,US,30.2366,-93.3774,96.01,61,40,5.75,scattered clouds
560,Fulton,US,33.7668,-84.4499,95.41,52,20,12.66,few clouds
562,South Yarmouth,US,41.6668,-70.1847,72.18,94,100,19.57,moderate rain
564,Owensboro,US,37.7742,-87.1133,84.87,61,39,12.66,scattered clouds
566,Adrian,US,41.8975,-84.0372,71.6,58,75,12.66,broken clouds
567,Bourbonnais,US,41.1417,-87.875,73.83,56,0,13.8,clear sky
569,Fergus Falls,US,46.283,-96.0776,73.47,43,0,8.05,clear sky
570,Valley City,US,46.9233,-98.0032,70.32,40,20,14.97,few clouds
572,West Wendover,US,40.7391,-114.0733,96.01,6,0,8.05,clear sky
573,Dunn,US,44.95,-91.8835,73.38,38,0,3.44,clear sky
574,Yucaipa,US,34.0336,-117.0431,97.59,15,0,9.22,clear sky
576,Glendive,US,47.1053,-104.7125,83.82,42,0,14.97,clear sky
577,Marshall,US,34.3834,-86.3333,87.4,74,0,3.44,clear sky
578,Casa Grande,US,32.8795,-111.7573,108.32,22,29,9.6,scattered clouds
579,Daphne,US,30.6035,-87.9036,81.97,85,75,8.05,broken clouds
580,North Platte,US,41.1239,-100.7654,71.98,72,100,13.8,overcast clouds
582,Show Low,US,34.2542,-110.0298,82.08,77,75,10.36,drizzle
583,Eagle,US,43.6954,-116.354,84.52,35,0,11.5,clear sky
584,Eugene,US,44.0521,-123.0867,81.05,46,75,3.0,broken clouds
585,Williston,US,48.147,-103.618,77.81,56,26,10.0,scattered clouds
587,Union,US,40.6334,-74.2663,83.23,88,100,10.36,thunderstorm
588,Hopkinsville,US,36.8656,-87.4886,87.75,80,80,11.5,broken clouds
590,Poplar Bluff,US,36.757,-90.3929,87.69,63,20,12.66,few clouds
591,Bonham,US,33.5773,-96.1783,101.5,39,0,6.91,clear sky
594,Rockland,US,41.1668,-74.0496,76.66,88,58,9.17,broken clouds
595,Port Jervis,US,41.3751,-74.6927,79.52,88,22,1.99,few clouds
600,Sedalia,US,38.7045,-93.2283,79.43,58,80,10.8,broken clouds
603,Alexander City,US,32.944,-85.9539,88.32,66,0,4.61,clear sky
604,Wapakoneta,US,40.5678,-84.1936,74.21,49,40,11.5,scattered clouds
606,Dumas,US,35.8656,-101.9732,93.34,36,40,12.66,scattered clouds
608,Ridgecrest,US,35.6225,-117.6709,106.65,10,0,15.99,clear sky
609,Fairview,US,40.8126,-73.999,76.3,92,100,10.36,light rain
613,Boulder City,US,35.9786,-114.8325,106.93,4,0,6.91,clear sky
618,Kingman,US,35.1894,-114.053,103.14,10,0,8.99,clear sky
619,Cape Canaveral,US,28.4058,-80.6048,88.05,76,40,9.22,scattered clouds
624,Cleveland,US,41.4995,-81.6954,65.95,69,100,17.27,overcast clouds
625,Loveland,US,40.3978,-105.075,91.62,41,0,8.01,clear sky
626,El Dorado,US,38.7666,-120.5177,89.56,32,7,10.78,clear sky
627,Harker Heights,US,31.0835,-97.6597,97.61,45,20,12.66,few clouds
628,Minot,US,48.2325,-101.2963,73.62,46,20,17.27,few clouds
629,Wahiawa,US,21.5028,-158.0236,80.92,62,20,10.36,few clouds
